sample_id,E_T,S,O,ln_D
s207,8.040232641411238,0.0,0.31521739130434784,-15.253885542808622
s208,7.373127857461314,0.27876106194690264,0.0,-13.840185532213942
s209,7.122440182172941,0.41203703703703703,0.0,-14.32024360363505
s210,6.550934933008384,0.3087557603686636,0.0,-13.685655847649421
s211,9.277255796315211,0.5155709342560554,0.13494809688581316,-14.809330472232583
s212,6.587840226849048,0.5290102389078498,0.0,-12.59867993081356
s213,8.654629935848208,0.0,0.4900990099009901,-17.268243945781183
s214,9.152718270182582,0.5509433962264151,0.0,-14.545383756915585
s215,7.24354958099894,0.2833333333333333,0.3,-14.652292983581637
s216,8.2243948686531,0.4336734693877551,0.0,-15.214206314136748
s217,8.433185292995233,0.0,0.345,-15.686352919245122
s218,6.552665752336344,0.46502057613168724,0.0,-13.275677670196515
s219,9.407502378462443,0.0,0.43820224719101125,-16.40816312041515
s220,7.9257739923693,0.5024154589371981,0.0,-15.156665779520491
s221,8.534475112530037,0.0,0.5575221238938053,-16.80342370915705
s222,8.234594865305676,0.4980392156862745,0.10980392156862745,-14.453200100962922
s223,7.880941375775051,0.46153846153846156,0.015384615384615385,-15.283124277201722
s224,6.472435325808795,0.49166666666666664,0.0,-13.856473919430254
s225,8.806473631375404,0.3004694835680751,0.0,-15.195127891340729
s226,5.250427025852626,0.3567251461988304,0.0,-12.121204167210362
s227,7.560609968829537,0.2868217054263566,0.32558139534883723,-15.262503146514627
s228,8.820696960954724,0.4238095238095238,0.1,-15.444988320328315
s229,6.713816846144905,0.5726495726495726,0.0,-14.25648540487167
s230,6.907125038995977,0.5910931174089069,0.0,-14.109553589024562
s231,7.532084138779509,0.47596153846153844,0.04326923076923077,-14.914384807081898
s232,10.845542104516554,0.0,0.4511627906976744,-17.424249986128427
s233,10.126535149097625,0.54337899543379,0.0,-15.831648301479017
s234,8.167152545352431,0.08333333333333333,0.4264705882352941,-16.382937019739295
s235,7.905523281283838,0.15422885572139303,0.3482587064676617,-16.275864900281675
s236,6.743515130003162,0.3397129186602871,0.0,-13.937751815934512
s237,6.247372820640849,0.0,0.588477366255144,-16.900817446963448
s238,8.393525756868973,0.0,0.49,-16.876446188185078
s239,6.7978321160644315,0.47183098591549294,0.0,-13.618730338875064
s240,6.125217604829666,0.3707482993197279,0.0,-12.735412915148489
s241,8.437110598657474,0.47,0.0,-15.14337202974105
s242,9.141191087255164,0.0,0.46808510638297873,-17.042142192887756
s243,7.110368496064047,0.37809187279151946,0.0,-13.212595248529556
s244,8.960639198071771,0.0,0.524390243902439,-15.939766218485014
s245,9.014600443360804,0.46236559139784944,0.0,-15.709386001092724
s246,7.721394778722777,0.6382252559726962,0.0,-13.361655003134484
s247,9.279167885286526,0.0,0.4444444444444444,-16.44511421590129
s248,8.06971491846373,0.5327102803738317,0.0,-14.727191175555017
s249,9.138638847890634,0.5867768595041323,0.0,-14.93538393947397
s250,9.177781611997807,0.0,0.5412844036697247,-17.22349336023687
s251,7.870394781824755,0.3103448275862069,0.0,-14.660258928895193
s252,8.770650867012092,0.5260663507109005,0.0,-15.052274716073299
s253,7.7716119296239565,0.5141509433962265,0.0,-14.624798352931334
s254,6.991295709983373,0.5655430711610487,0.0,-13.02879342694494
s255,6.448900498637139,0.38738738738738737,0.0,-13.773120184251924
s256,8.136758359683444,0.42342342342342343,0.0,-14.58251483105969
s257,8.044163037644523,0.5833333333333334,0.0,-14.521102804471981
s258,8.267362262057947,0.23076923076923078,0.22527472527472528,-15.468308016325539
s259,9.530213738450776,0.0,0.3062200956937799,-16.394068965078077
s260,6.90839340142443,0.519650655021834,0.0,-14.242092610901787
s261,6.798586307035871,0.32989690721649484,0.0,-14.199139971259342
s262,9.288654608145832,0.10112359550561797,0.33146067415730335,-16.154925642687214
s263,7.9046136491724255,0.4723404255319149,0.0,-14.279008154930674
s264,8.878267557007309,0.0,0.3206751054852321,-16.009481450448565
s265,7.78169884632239,0.0,0.444,-16.362392721151053
s266,6.989431802434295,0.3939393939393939,0.17316017316017315,-14.578445658379792
s267,8.061182480791835,0.0611353711790393,0.5021834061135371,-15.75409903109665
s268,5.673098856155892,0.36454849498327757,0.0,-12.27757272251924
s269,7.919308449877067,0.0,0.45161290322580644,-16.2270090036622
s270,8.93067144033036,0.4594594594594595,0.0,-15.464094448827357
s271,8.202529880757444,0.4652014652014652,0.1684981684981685,-14.228868876407178
s272,10.142806931232032,0.0,0.41836734693877553,-17.46656343532695
s273,7.742462231090613,0.46568627450980393,0.049019607843137254,-14.836853477354234
s274,8.71845326748473,0.325,0.25833333333333336,-15.359035057839836
s275,6.758060022913812,0.44274809160305345,0.0,-13.827406734991971
s276,7.20479540455593,0.504950495049505,0.0,-15.152275134917339
s277,7.2407885539207575,0.42083333333333334,0.0,-13.730964327803525
s278,7.732713927709626,0.4,0.0,-14.807082765249962
s279,6.8943158599474526,0.4567901234567901,0.0,-13.625157168284188
s280,7.251441304396424,0.0,0.4794520547945205,-16.487142649928664
s281,9.298944845690915,0.0,0.3150684931506849,-16.696652604553535
s282,7.403392232409992,0.3106796116504854,0.0,-14.379519062300238
s283,8.591867226752916,0.0,0.49458483754512633,-15.69054308092746
s284,7.4810451858758205,0.5,0.0,-14.082448616250934
s285,8.276906745695372,0.5275229357798165,0.0,-15.071188658863322
s286,6.8164786738474366,0.0,0.5665236051502146,-16.071671694037253
s287,8.454699283037474,0.43820224719101125,0.0,-15.215303104872119
s288,5.729929539429917,0.4521072796934866,0.0,-12.411134148095657
s289,9.176267726033526,0.26881720430107525,0.1989247311827957,-16.248046964232838
s290,7.541092158095853,0.0,0.3973509933774834,-15.287731607245455
s291,7.781618694960636,0.44808743169398907,0.0,-15.04225897760969
s292,8.886315439570353,0.0967741935483871,0.3655913978494624,-16.51062533511386
s293,7.898795859717912,0.4151624548736462,0.0,-14.11632155619445
s294,7.1279909633808405,0.28888888888888886,0.0,-14.593300087010924
s295,7.357514929176067,0.5138888888888888,0.0,-14.978919989284284
s296,8.754680400252976,0.0,0.4247787610619469,-16.35096107524269
s297,7.045816821790092,0.2744186046511628,0.0,-13.94044684088756
s298,6.748504292664543,0.5328185328185329,0.0,-13.906892812602464
s299,8.1682295479204,0.0,0.45622119815668205,-16.918799230723963
s300,7.568844809162906,0.0,0.40271493212669685,-14.947925653534291
s301,8.722642962546887,0.48878923766816146,0.0,-14.983053729142098
s302,9.059415660204463,0.0,0.38071065989847713,-16.880390876997872
s303,7.309740236243639,0.5348837209302325,0.0,-14.354356859842941
s304,6.656278208297028,0.35797665369649806,0.0,-13.507716396244316
s305,6.630881819028101,0.0,0.36875,-14.49460775327996
s306,8.3861845991494,0.3557692307692308,0.0,-14.718310194358057
s307,6.444901771340923,0.415929203539823,0.0,-13.448745495228456
s308,7.197390841054173,0.0,0.5638766519823789,-16.386181090063317
s309,5.929492224601515,0.3793103448275862,0.0,-12.79304785757977
s310,6.940414449799037,0.35443037974683544,0.22362869198312235,-14.690692985144915
s311,6.920999607261285,0.3940520446096654,0.0,-13.683137701518406
s312,8.252266885096375,0.07547169811320754,0.4528301886792453,-16.59858795839794
s313,6.372017013205046,0.30434782608695654,0.0,-13.305840082794447
s314,7.369033865428129,0.0,0.44755244755244755,-14.801893588240969
s315,9.291950472832553,0.2857142857142857,0.22167487684729065,-15.798089676570209
s316,7.005653338045511,0.48695652173913045,0.0,-14.091247915428184
s317,10.408908507193237,0.0,0.3333333333333333,-16.738430592999443
s318,7.074008304038459,0.25112107623318386,0.30493273542600896,-15.533605561276042
s319,6.552373721340865,0.2757201646090535,0.31275720164609055,-14.420710047560508
s320,7.727734298255436,0.0,0.6104868913857678,-16.5217386871527
s321,8.611383655345886,0.0,0.5063291139240507,-15.466782840731575
s322,6.042793889490908,0.42671009771986973,0.0,-12.608099184290216
s323,9.508743222439017,0.0,0.4528301886792453,-17.125575669663046
s324,7.912366987098065,0.425531914893617,0.0,-15.276671937556603
s325,7.87733758476188,0.3076923076923077,0.0,-14.623809084823248
s326,8.470634370388495,0.3333333333333333,0.2846441947565543,-14.941192281235242
s327,9.172019619121611,0.4752851711026616,0.1482889733840304,-15.043675981324313
s328,7.596000342098184,0.3939393939393939,0.22727272727272727,-14.207355666357248
s329,8.21306886132908,0.0,0.2775330396475771,-14.960794775526415
s330,7.82683774124063,0.0,0.36254980079681276,-15.789881470754484
s331,7.527158850146676,0.48717948717948717,0.0,-13.911807552932364
s332,7.703333139420747,0.34285714285714286,0.0,-14.287794354305653
s333,7.933721737534466,0.0,0.6621621621621622,-16.150439904794627
s334,7.188393300762235,0.3018867924528302,0.0,-14.24218739063992
s335,6.859933586787644,0.6296296296296297,0.0,-13.954858732482444
s336,7.760654861780857,0.6226415094339622,0.0,-13.760167000741086
s337,8.475747430421777,0.0,0.621160409556314,-16.615375774836615
s338,7.638070685064786,0.5269709543568465,0.0,-14.069173300074045
s339,8.1224582460516,0.40808823529411764,0.22426470588235295,-14.40015264581368
s340,7.717275084186167,0.0,0.3017241379310345,-14.489713136464472
s341,8.593537090705233,0.0,0.4975124378109453,-17.048234864641813
s342,8.110773733155243,0.6470588235294118,0.0,-13.786980052768227
s343,6.079270586999654,0.39357429718875503,0.0,-12.82187662277631
s344,8.557782774232033,0.0,0.5271966527196653,-16.04444874790081
s345,7.924144160269485,0.0,0.5067873303167421,-16.51729679491657
s346,7.248541491515182,0.3545816733067729,0.0,-13.664982061690036
s347,6.930818671281991,0.46956521739130436,0.0,-14.169201322553004
s348,6.794959143936325,0.0,0.6108949416342413,-16.550532435504035
s349,7.284750641045562,0.3076923076923077,0.0,-14.360895180945805
s350,6.663519745514736,0.47368421052631576,0.0,-13.284576510122278
s351,8.512129981744364,0.5151515151515151,0.0,-14.663533387059152
s352,7.721505815810622,0.4666666666666667,0.0,-13.804944336931404
s353,8.751736191002196,0.25125628140703515,0.19095477386934673,-15.840397161102869
s354,6.217395845334911,0.36555891238670696,0.04833836858006042,-12.858940646380331
s355,8.323306621275213,0.0,0.50187265917603,-15.826099687057459
s356,9.047137982578803,0.0,0.5043103448275862,-16.768214020796282
s357,6.848837355080171,0.5850622406639004,0.0,-13.715382748871486
s358,8.1192010415586,0.3684210526315789,0.0,-15.020194860561023
s359,6.418265162131758,0.3574007220216607,0.0,-13.09300572816658
s360,6.620669306778614,0.448559670781893,0.0,-13.327596748054537
s361,8.778951918428461,0.4339622641509434,0.0,-15.077859129167424
s362,5.934472285960198,0.3220338983050847,0.0,-12.87159809181426
s363,9.493988803345836,0.0,0.37089201877934275,-16.57712579031443
s364,8.161047445680934,0.5622317596566524,0.0,-14.76732359161688
s365,5.926861909072736,0.3333333333333333,0.0,-12.767623840287921
s366,9.366972015961432,0.5196078431372549,0.0,-15.578120770079465
s367,9.3727631322252,0.0,0.37272727272727274,-16.432119373386442
s368,7.938991167484299,0.0,0.46411483253588515,-15.87808942619374
s369,8.059705699711495,0.673202614379085,0.0,-13.345097504180268
s370,6.068468111134001,0.5686274509803921,0.0,-13.897416356486294
s371,5.936007547918428,0.4632768361581921,0.0,-12.24387315119496
s372,8.024007697105988,0.4672131147540984,0.12295081967213115,-14.390317706252603
s373,8.221379281247088,0.0,0.5725806451612904,-16.35455326754398
s374,9.462123122270452,0.0,0.42105263157894735,-16.566037652260245
s375,9.029299524210273,0.0,0.5614035087719298,-17.025742876005847
s376,7.409075999391759,0.0,0.36257309941520466,-14.209678581752172
s377,7.01680815533494,0.4924812030075188,0.0,-13.355197323219073
s378,6.142600229462223,0.27927927927927926,0.0,-13.12943052714917
s379,8.573372202849674,0.441340782122905,0.0,-15.738427313888364
s380,8.868996540080058,0.5702127659574469,0.0,-14.831233544663672
s381,7.981370253273373,0.19924812030075187,0.40225563909774437,-15.340084878379164
s382,9.487143068480055,0.0,0.3709677419354839,-16.16955683505209
s383,7.036183723542369,0.6094276094276094,0.0,-13.0243596093534
s384,6.725591355516808,0.0,0.5434782608695652,-15.502941408563634
s385,7.069134196012672,0.0,0.36324786324786323,-14.622555005099418
s386,6.599616405967378,0.47280334728033474,0.0,-13.546943418984505
s387,8.402005322516452,0.0,0.45893719806763283,-16.485043935502315
s388,8.831235122137072,0.0,0.3333333333333333,-16.35539967920453
s389,8.112710918624135,0.3076923076923077,0.2398190045248869,-14.86753558001227
s390,7.075054899303263,0.5035971223021583,0.0,-13.714385380089645
s391,10.835215667148816,0.0,0.5798319327731093,-18.274012077722706
s392,8.639284952951368,0.0,0.39416058394160586,-14.960524584731436
s393,8.187661597223277,0.0,0.5333333333333333,-15.859602989063347
s394,7.533410495508531,0.23655913978494625,0.22580645161290322,-14.887745578236753
s395,8.086186526433648,0.292817679558011,0.15469613259668508,-15.770686153640652
s396,8.3188176285362,0.3712871287128713,0.0,-14.830799329907792
s397,6.053447504961093,0.48444444444444446,0.0,-14.203853373664831
s398,8.575793719359542,0.0,0.47643979057591623,-16.58928924334047
s399,7.539727431077754,0.4251968503937008,0.0,-13.881290399319873
s400,5.7135654179853805,0.0,0.31679389312977096,-12.815921954523729
s401,8.562067576269989,0.4897959183673469,0.0,-15.126822709623765
s402,8.936960046647913,0.0,0.48717948717948717,-16.775805352871817
s403,8.231611151560212,0.08444444444444445,0.4666666666666667,-15.929270403029836
s404,7.071407416805357,0.3157894736842105,0.24561403508771928,-16.163739048867672
s405,7.590391965396407,0.4811715481171548,0.0,-15.020746505508077
s406,7.881837397415391,0.4345991561181435,0.0,-14.149776429506344
s407,8.303250945500546,0.0,0.5689655172413793,-16.55219633009565
s408,7.009104660648128,0.3723849372384937,0.0,-13.76243011238371
s409,6.147217409173023,0.36538461538461536,0.0,-12.999981584707108
s410,7.175955999948192,0.6156351791530945,0.0,-12.875468817863656
s411,7.971449259276857,0.315,0.185,-15.15776876104137
s412,7.083395943222082,0.5907590759075908,0.0,-13.10216228524447
s413,8.842278764499476,0.10599078341013825,0.43317972350230416,-17.118158062738143
s414,8.236521274664716,0.03,0.47,-16.449885987479618
s415,6.7117906016954025,0.0,0.4122448979591837,-16.195538799176283
s416,8.681343376413128,0.0,0.49537037037037035,-16.70132919253141
