sample_id,E,D
s147,0.34856513271314504,-4.032280648629794e-06
s148,0.2976482768807738,-4.270237122993344e-07
s149,0.2952041641249652,-7.244341997486851e-06
s150,0.2733794323134232,-3.620380543827018e-06
s151,0.34336598477848385,-9.257478494617555e-07
s152,0.36460282500190727,-2.2845732906654018e-07
s153,0.3970584477931049,-2.1000311456925515e-06
s154,0.28780325933436535,-4.084978344506836e-06
s155,0.4042290560895014,-3.316670103642291e-07
s156,0.3393606219621698,-2.67550083319914e-06
s157,0.2817846001901572,-3.765466936932498e-08
s158,0.2689394423507691,-5.3527915931104126e-06
s159,0.42401573651816743,-1.1251713265179155e-06
s160,0.33791880529083734,-1.8470746697944673e-06
s161,0.313122216240799,-3.2498537870539007e-06
s162,0.27629911056177714,-8.431574287452349e-07
s163,0.29439838098139953,-2.8894728024486287e-06
s164,0.3585155725791844,-9.904551690673082e-07
s165,0.3664892896999329,-3.432927686378228e-07
s166,0.3428064481308552,-1.6872288329515196e-06
s167,0.25731298681271264,-4.1142087028409385e-06
s168,0.35662531455986013,-1.2704062028822975e-06
s169,0.39592087050729174,-5.293754076747393e-07
s170,0.3208956005605536,-1.4201213799201752e-06
s171,0.29390344690647885,-1.8989367555826542e-06
s172,0.32948006243265593,-9.628471832563336e-07
s173,0.2979707850093212,-1.3263398505714626e-07
s174,0.3407421542225382,-3.9630976498571175e-07
s175,0.2861066965997097,-3.985017279892476e-06
s176,0.41507637205392645,-7.52915389540581e-06
s177,0.423963042940548,-2.2422761546977963e-07
s178,0.33935743162480786,-1.5237974069820386e-06
s179,0.3876915897017638,-2.1768725174035905e-06
s180,0.3120695441199605,-9.59605228695103e-07
s181,0.3217019671158545,-5.5469072705952555e-06
s182,0.3156014935916359,-2.8160646571274073e-06
s183,0.34769887399361066,-5.945705063569293e-06
s184,0.2725450340747969,-5.316781510861579e-06
s185,0.3407789638180025,-3.2918439404489386e-06
s186,0.3364246887640942,-4.247891024826754e-07
s187,0.4034181584154775,-4.744258441228948e-07
s188,0.34092586078290726,-2.7131460539137426e-07
s189,0.2815501259315814,-4.3557476137243295e-06
s190,0.3527689068371038,-1.7877464196388456e-06
s191,0.3506778790416764,-3.5661259244878537e-07
s192,0.24986713426903714,-4.345151042213291e-08
s193,0.27483228557847184,-6.957975139565323e-06
s194,0.3358052503638968,-1.969449343256499e-07
s195,0.3722688658158932,-1.177987197189445e-06
s196,0.2895425637621089,-4.33208111817757e-06
s197,0.38557771617802006,-1.613179884138612e-06
s198,0.35837324481821864,-2.695697312128581e-07
s199,0.3637146449257446,-2.8557279874552036e-07
s200,0.37684721509182767,-8.912582139335918e-07
s201,0.3724353039489206,-2.5276327051938936e-06
s202,0.41022175497697194,-2.560418300474205e-07
s203,0.28644522710119097,-7.812573148307196e-07
s204,0.29884903319471745,-5.869656292016344e-06
s205,0.28498498358828384,-1.275537996231008e-06
s206,0.28998395402273347,-1.5480107797993588e-06
s207,0.3464268208752559,-1.06367375326015e-06
s208,0.3176834996554009,-4.5250671253313256e-06
s209,0.3068822034422211,-1.8205900124162046e-06
s210,0.28225794747705446,-2.9639950541794447e-06
s211,0.39972602476834684,-4.613211919939904e-06
s212,0.28384807355783964,-1.1784360089552983e-05
s213,0.37289915208242846,-1.563726102138969e-07
s214,0.39436011793679737,-5.933606311676036e-06
s215,0.31210040369644165,-1.4482354547938541e-06
s216,0.3543617573073324,-1.2812555033533978e-06
s217,0.36335784064968524,-8.15281849211881e-07
s218,0.28233252271188114,-4.754348873859036e-06
s219,0.4053379157913426,-6.880866337077783e-07
s220,0.3414951792576925,-9.624272092993866e-07
s221,0.3677220813045814,-1.8652257255549272e-07
s222,0.35480124115946504,-2.939834526991259e-06
s223,0.33956349126669194,-9.211562225712204e-07
s224,0.2788756610961797,-1.9504956692332712e-06
s225,0.37944159072288597,-1.9238340296547846e-06
s226,0.22622339724791785,-7.107080419598747e-06
s227,0.3257614788270178,-7.107956382714568e-07
s228,0.38005442657828725,-1.4677206219198586e-06
s229,0.2892759861163021,-1.3368612504745914e-06
s230,0.2976049917166654,-2.1490148028635605e-06
s231,0.32453239590643645,-1.1087608183114896e-06
s232,0.46729825360835986,-5.287164377685327e-07
s233,0.4363186408456555,-2.301424075119533e-06
s234,0.35189537642446733,-2.603767636403403e-07
s235,0.340622643626613,-2.981020578551994e-07
s236,0.2905555861628825,-2.5385023771051036e-06
s237,0.26917846803711576,-4.0662872657343436e-08
s238,0.3616490434506036,-2.1711824229882505e-07
s239,0.29289592401626935,-3.3872263945918573e-06
s240,0.26391520701543325,-7.096882452020583e-06
s241,0.36352696898491893,-1.7032978247277186e-06
s242,0.39386345005250933,-2.5736825438299024e-07
s243,0.30636207473104815,-7.980102953181812e-06
s244,0.3860840710516244,-6.970246527602703e-07
s245,0.38840908122106504,-1.2489237022905442e-06
s246,0.33268916027860457,-9.161588729267147e-06
s247,0.3998084103078089,-5.686020344635582e-07
s248,0.3476971139086756,-2.077635995298839e-06
s249,0.39375348256666665,-3.4532050168156925e-06
s250,0.3954400137822034,-1.8537486195769026e-07
s251,0.33910907369244847,-2.1947922802346075e-06
s252,0.3778981072284622,-2.073465603654304e-06
s253,0.3348528499025226,-1.9806344291922007e-06
s254,0.3012316253305881,-8.225576643965432e-06
s255,0.277861623851171,-2.4533454060369506e-06
s256,0.3505857922887835,-2.9060317649405333e-06
s257,0.34659616854622555,-2.689195090119658e-06
s258,0.35621307904917754,-9.441343043763653e-07
s259,0.4106251392116062,-6.598131100979861e-07
s260,0.2976596412253803,-1.6405834420452924e-06
s261,0.29292841959098975,-1.7831205224244317e-06
s262,0.40021716157002324,-8.145542235743827e-07
s263,0.3405834506113637,-3.4799539398322336e-06
s264,0.3825349516396728,-7.354910536142868e-07
s265,0.3352874615164048,-2.3390576896127036e-07
s266,0.3011513157679883,-1.3024740018015473e-06
s267,0.3473294796138958,-5.667722832930938e-07
s268,0.24443491735883163,-8.755801537948693e-06
s269,0.34121660058581654,-2.4299474197711336e-07
s270,0.38479286027376136,-1.6438221292404004e-06
s271,0.35341966787000006,-4.524436262318392e-06
s272,0.43701973769274965,-2.4555962360422803e-07
s273,0.33359688656877934,-1.4650054623477831e-06
s274,0.3756490866754437,-1.4861709739693988e-06
s275,0.29118227711023836,-2.725490091122217e-06
s276,0.31043061542792283,-7.235125084536988e-07
s277,0.3119814402440511,-4.540130344789939e-06
s278,0.3331768646739141,-1.4439408867016801e-06
s279,0.29705308689329657,-3.784339973257901e-06
s280,0.31244043174907987,-1.5462504967227834e-07
s281,0.4006605336013789,-4.4067760927207435e-07
s282,0.3189874906798953,-2.080070883211525e-06
s283,0.370194916178928,-8.974087672040091e-07
s284,0.3223332975738634,-3.306094735368086e-06
s285,0.3566243190307646,-1.348387819134216e-06
s286,0.2936993420292958,-1.8339009604774201e-07
s287,0.36428480675963193,-1.5672722947910764e-06
s288,0.24688356204522882,-8.270246354606313e-06
s289,0.39537478548282906,-6.442530669152631e-07
s290,0.32492052142883376,-7.052105945481628e-07
s291,0.3352840080614266,-1.1049590285832737e-06
s292,0.3828817080701688,-3.973646973877193e-07
s293,0.34033278145847523,-3.968679043570622e-06
s294,0.3071213680998857,-1.240641384684169e-06
s295,0.31701079062425247,-1.0252335115424813e-06
s296,0.37720999305639724,-3.2800073595475584e-07
s297,0.30358075828185443,-3.1320475858046664e-06
s298,0.29077055254963974,-2.2410762670521675e-06
s299,0.3519417808747285,-1.5611071272860742e-07
s300,0.32611629064457776,-1.0629930314857483e-06
s301,0.37582960666852755,-2.220010896075342e-06
s302,0.39034001951481806,-2.975505831571822e-07
s303,0.31495233837181025,-2.149377172730003e-06
s304,0.28679683802741873,-3.933979359548897e-06
s305,0.2857025922775096,-1.5481658067943597e-06
s306,0.36133273743761135,-2.6016885049051574e-06
s307,0.2776893320224943,-3.4929259364977573e-06
s308,0.3101115774711514,-2.0637865967012557e-07
s309,0.25548205286914505,-5.753049244707156e-06
s310,0.29903932145159334,-1.0235391889247231e-06
s311,0.29820280060970805,-3.609130457577016e-06
s312,0.3555626695792107,-2.7138206866008454e-07
s313,0.2745489707696087,-4.02497848069285e-06
s314,0.31750710318679126,-1.2409136896881015e-06
s315,0.40035916939198296,-1.36610317316633e-06
s316,0.3018502476599046,-2.348627169881618e-06
s317,0.44848516750075523,-7.954379802782664e-07
s318,0.30479543527027414,-3.973355848293618e-07
s319,0.28231994006982675,-1.1021791783639077e-06
s320,0.332962309041274,-2.4080103515058264e-07
s321,0.37103581402527624,-1.151137450329542e-06
s322,0.2603638438966018,-7.4125358824972745e-06
s323,0.40970004625270406,-2.4206952512392645e-07
s324,0.3409175160953544,-8.683337681116819e-07
s325,0.33940821592585646,-2.3261616289970967e-06
s326,0.364971396550946,-2.0374780305671636e-06
s327,0.39519174871786616,-3.1438816387807295e-06
s328,0.3272863320306303,-2.689435748049731e-06
s329,0.35387375740913773,-1.8681427679247889e-06
s330,0.33723234601934915,-3.8367521430300116e-07
s331,0.32432018163863313,-4.225916783409322e-06
s332,0.3319109444529864,-3.120632225185946e-06
s333,0.3418376211015409,-2.7658496367308595e-07
s334,0.3097239034549819,-2.3720394608824558e-06
s335,0.29557166936268064,-2.134248232875674e-06
s336,0.33438074637663096,-5.944530507637471e-06
s337,0.365191701262423,-2.9530529228567185e-07
s338,0.32909900285957955,-3.605134252111242e-06
s339,0.3499696480645332,-3.1720932015826074e-06
s340,0.33251165637480656,-2.482500930737396e-06
s341,0.3702668650498246,-1.9610062335672702e-07
s342,0.34946620135637296,-6.868083780851288e-06
s343,0.26193550319025194,-6.283171239863205e-06
s344,0.36872633074680167,-6.713835666190359e-07
s345,0.34142495522586647,-2.028306305389786e-07
s346,0.31231548847910434,-4.864836192587216e-06
s347,0.29862587134464474,-1.7048600930802485e-06
s348,0.29277213722486767,-1.3505029260295308e-07
s349,0.31387562002228875,-2.13513771007293e-06
s350,0.28710885172508954,-5.011563721103546e-06
s351,0.3667593041107658,-2.701014741365635e-06
s352,0.3326939444965566,-5.675779286075194e-06
s353,0.37708313689486206,-8.236080913965725e-07
s354,0.2678868601051257,-6.034900194891293e-06
s355,0.35862353498669863,-5.675645599483722e-07
s356,0.3898110153158995,-2.9849299002515197e-07
s357,0.29509356972980233,-3.2258638935506533e-06
s358,0.34982930598143985,-1.524913001941154e-06
s359,0.2765416493298691,-5.7331105066753055e-06
s360,0.2852625691700292,-4.358730212138035e-06
s361,0.37825577186086146,-2.324103150939566e-06
s362,0.25569662711110996,-5.427407276862057e-06
s363,0.40906432752063826,-5.64183755367704e-07
s364,0.3516323280321323,-1.9658466861006123e-06
s365,0.25536872134166655,-6.100542084527942e-06
s366,0.4035915975868382,-1.685893785548455e-06
s367,0.4038411174808576,-5.419525674448465e-07
s368,0.3420646632714333,-4.637982485082021e-07
s369,0.34726585004027427,-1.2807566203636701e-05
s370,0.2614700605173067,-1.375156366337215e-06
s371,0.25576277643080264,-1.180059735567361e-05
s372,0.34572774211407725,-3.1557065287311424e-06
s373,0.35423182569904094,-2.7803099201039194e-07
s374,0.40769134155340225,-5.332491141094363e-07
s375,0.3890424156126898,-2.4514138512676036e-07
s376,0.3192323852512225,-2.7192616294349074e-06
s377,0.3023308715502032,-6.001261967422886e-06
s378,0.26466416636256823,-4.493364517604386e-06
s379,0.36939802725561355,-8.026355726234629e-07
s380,0.38213549442697403,-3.1364398049590066e-06
s381,0.34389063679935,-9.18708287904735e-07
s382,0.4087693676268296,-9.033941079933837e-07
s383,0.30316570019212336,-9.195268142044676e-06
s384,0.2897833104725733,-5.685892812129618e-07
s385,0.30458542620420814,-1.202187235664747e-06
s386,0.28435546985791793,-3.396287199918309e-06
s387,0.36201439966611026,-2.600510544712352e-07
s388,0.3805084808126721,-5.15424528654593e-07
s389,0.34954966822025163,-2.0843917969830247e-06
s390,0.30484052957121033,-3.913524075597759e-06
s391,0.4668533218473251,-1.878558477187185e-07
s392,0.37223798792481966,-2.38387263957738e-06
s393,0.35277904309876096,-4.520437059809446e-07
s394,0.3245895441962278,-1.1972629695464559e-06
s395,0.3484068205848646,-5.952229405458175e-07
s396,0.3584301192544848,-2.28231582278213e-06
s397,0.2608228726713607,-9.565300939050173e-07
s398,0.3695023623294384,-2.889667938745048e-07
s399,0.3248617198912007,-4.3955367269904645e-06
s400,0.24617848660509176,-4.900879874420632e-06
s401,0.36891094858241547,-1.890175147286893e-06
s402,0.38506381535572065,-2.8830499535091566e-07
s403,0.3546726828809497,-5.630002452171055e-07
s404,0.3046833717099515,-2.492732766680864e-07
s405,0.32704468577514006,-9.06572969994956e-07
s406,0.3396020978521158,-4.3295285821584455e-06
s407,0.357759402776974,-2.4236768195554234e-07
s408,0.3019989536452117,-3.463387787906757e-06
s409,0.26486310524406076,-5.086997694084082e-06
s410,0.30918802162501013,-1.1998916096962187e-05
s411,0.3434631742415586,-9.889390701264678e-07
s412,0.3051999173472176,-8.33257293281663e-06
s413,0.38098431454598797,-2.342166659245349e-07
s414,0.35488424371669447,-2.9895090080681047e-07
s415,0.2891886819978439,-1.5079219885941037e-07
s416,0.3740501451820412,-2.624163925687381e-07
s417,0.38526665249924236,-1.3313841438098934e-06
s418,0.2884684890084093,-3.4878701219806397e-06
s419,0.4050528306625862,-1.4689650798606711e-06
s420,0.3689371873843969,-8.09560318120004e-07
s421,0.35270492145842697,-3.369603105226197e-07
s422,0.3862648631262234,-7.423291389665238e-07
s423,0.3577345160802481,-1.4515519925107468e-06
s424,0.42286617386364966,-9.293119352074261e-07
s425,0.33977256322552224,-2.9213298542009793e-06
s426,0.3654182090291765,-6.420836769867486e-07
s427,0.335870330142252,-1.542440197301234e-07
s428,0.3618761800132641,-2.0563612072192728e-07
s429,0.30962677003714517,-5.263496779738589e-07
s430,0.29445258195731716,-9.75079522452368e-06
s431,0.31843017687950725,-1.7233007465813154e-06
s432,0.3446837175402901,-2.251043571731934e-07
s433,0.2525990049758769,-6.3493382206793845e-06
s434,0.3740003217997189,-8.951041774903859e-07
s435,0.3315079064028583,-9.686359298164183e-07
s436,0.3639263636266049,-1.9039722616930088e-07
s437,0.2667917962047649,-1.3891226888065171e-06
s438,0.3089237892387675,-4.124910766076139e-06
s439,0.35055167872875675,-2.57628331699389e-06
s440,0.3692076727509169,-1.811913219378328e-06
s441,0.2318311025445478,-8.58857347224102e-06
s442,0.3265347374902795,-7.316610462773742e-06
s443,0.3584804815275503,-3.3694094859180037e-07
s444,0.39788488270702954,-3.7250693918133446e-07
s445,0.2730371521907268,-1.5693343389035478e-06
s446,0.36211280947571933,-2.9413884369940405e-06
s447,0.3248909222178484,-8.803145821756073e-07
s448,0.4100866500210901,-4.929559196421001e-07
s449,0.4077035120642233,-5.217892370586981e-07
s450,0.35128738604096615,-1.9824903818187164e-06
s451,0.40196096574036666,-6.850720724812201e-07
s452,0.39335913246990006,-7.64902854020905e-06
s453,0.31434244292814884,-1.800639866387381e-07
s454,0.2954937683740685,-2.0375494304035205e-06
s455,0.328757537903237,-1.0413501610375778e-06
s456,0.29603070702821616,-6.717836000075492e-06
s457,0.3752548454071995,-6.200796662194742e-07
s458,0.4063982174271985,-2.553277458154232e-07
s459,0.363342608932784,-3.4460890509917775e-06
s460,0.42286052074822794,-4.313607539223573e-07
s461,0.4561249695873122,-3.370364943067699e-07
s462,0.32296572933702944,-2.822173224089782e-06
s463,0.32788236899824075,-6.421917162016776e-07
s464,0.3399876353037695,-2.124199007811307e-06
s465,0.34907597268846535,-2.8196857602155476e-07
s466,0.36640719639683667,-4.0609500005409294e-07
s467,0.37816615967370765,-2.3475233648578187e-06
s468,0.3574578188880968,-1.3055693684322035e-06
s469,0.3505282125401336,-1.6365901827156232e-07
s470,0.24207471702778272,-6.6159901104245445e-06
s471,0.3692343515507073,-8.448450841128086e-07
s472,0.2616242581695024,-8.149490772391636e-06
s473,0.33738787374749424,-6.922787275981405e-07
s474,0.3218248018442034,-2.758334394494488e-06
s475,0.3584013103427141,-1.5371027235904306e-06
s476,0.2681249919474407,-2.4338320910069083e-06
s477,0.3540517096548346,-3.5006914298698584e-07
s478,0.3394603832575186,-2.382756950218532e-06
s479,0.364992219618899,-2.8777972326735393e-07
s480,0.3786857774384471,-2.8879941174973306e-06
s481,0.31029090359465045,-2.1644974063860597e-06
s482,0.3888866679614153,-3.796032268356784e-07
s483,0.32108007472731076,-3.460892757441393e-07
s484,0.3191167046222041,-5.411282593450083e-06
s485,0.3723767846142394,-3.272930924382518e-07
s486,0.31398907989935715,-4.471990536522682e-06
s487,0.28219601050483717,-1.5715636291491873e-06
s488,0.3851758288567487,-1.2533774454766898e-06
s489,0.3485396779850516,-4.911047212922377e-06
s490,0.2629852677360142,-2.370445166759731e-06
s491,0.27698089773813944,-7.392789243403067e-07
s492,0.29192504085378,-1.0175914978160676e-05
s493,0.3085479114722002,-3.7545257400843513e-06
s494,0.3292269747569142,-7.361820177108011e-07
s495,0.25945239260203623,-4.909352331890326e-06
s496,0.322272302937624,-3.3091048434311966e-06
s497,0.39299385340908155,-4.7656679432577586e-07
s498,0.25295211419858116,-4.750960222745081e-06
s499,0.42825286786938466,-4.364874734808414e-07
s500,0.26802787790592836,-6.15262029194525e-06
